"ID","ID2","color","z","fixed.acidity","volatile.acidity","citric.acid","residual.sugar","chlorides","free.sulfur.dioxide","total.sulfur.dioxide","density","pH","sulphates","alcohol","quality","quality2","quality3"
547,546,"white",1,6.3,0.26,0.24,7.2,0.039,38,172,0.9958,3.49,0.64,9.7,"6","1","2"
548,547,"white",1,7.7,0.22,0.42,1.9,0.052,10,87,0.9922,3.3,0.49,11.8,"6","1","2"
549,548,"white",1,6.5,0.18,0.31,1.7,0.044,30,127,0.9928,3.49,0.5,10.2,"7","1","2"
551,550,"white",1,7,0.3,0.51,13.6,0.05,40,168,0.9976,3.07,0.52,9.6,"7","1","2"
552,551,"white",1,9.2,0.25,0.34,1.2,0.026,31,93,0.9916,2.93,0.37,11.3,"7","1","2"
553,552,"white",1,7.8,0.28,0.34,1.6,0.028,32,118,0.9901,3,0.38,12.1,"7","1","2"
554,553,"white",1,7,0.3,0.51,13.6,0.05,40,168,0.9976,3.07,0.52,9.6,"7","1","2"
555,554,"white",1,7.8,0.28,0.34,1.6,0.028,32,118,0.9901,3,0.38,12.1,"7","1","2"
556,555,"white",1,9.2,0.25,0.34,1.2,0.026,31,93,0.9916,2.93,0.37,11.3,"7","1","2"
558,557,"white",1,6.1,0.41,0.24,1.6,0.049,16,137,0.993,3.32,0.5,10.4,"6","1","2"
560,559,"white",1,7.2,0.34,0.44,4.2,0.047,51,144,0.991,3.01,0.76,12.3,"6","1","2"
561,560,"white",1,6.7,0.21,0.42,9.1,0.049,31,150,0.9953,3.12,0.74,9.9,"7","1","2"
563,562,"white",1,7.7,0.34,0.27,8.8,0.063,39,184,0.9969,3.09,0.63,9.2,"6","1","2"
564,563,"white",1,7.4,0.3,0.22,1.4,0.046,16,135,0.9928,3.08,0.77,10.4,"7","1","2"
566,565,"white",1,7.8,0.22,0.38,10.3,0.059,28,99,0.9967,3.12,0.47,10,"6","1","2"
567,566,"white",1,7.2,0.35,0.34,12.4,0.051,6,37,0.9944,3.13,0.39,11.5,"6","1","2"
569,568,"white",1,6.1,0.26,0.51,2.2,0.05,61,154,0.9929,3.08,0.6,9.8,"6","1","2"
570,569,"white",1,6.5,0.28,0.27,5.2,0.04,44,179,0.9948,3.19,0.69,9.4,"6","1","2"
572,571,"white",1,6.5,0.28,0.29,2.7,0.038,26,107,0.9912,3.32,0.41,11.6,"7","1","2"
574,573,"white",1,7.2,0.2,0.34,2.7,0.032,49,151,0.99,3.16,0.39,12.7,"7","1","2"
575,574,"white",1,7.4,0.2,0.33,1.9,0.035,39,138,0.991,3.17,0.44,11.7,"7","1","2"
576,575,"white",1,8.2,0.22,0.3,1.8,0.047,47,185,0.9933,3.13,0.5,10.2,"6","1","2"
577,576,"white",1,8.2,0.23,0.29,1.8,0.047,47,187,0.9933,3.13,0.5,10.2,"6","1","2"
578,577,"white",1,7.1,0.22,0.33,2.8,0.033,48,153,0.9899,3.15,0.38,12.7,"7","1","2"
579,578,"white",1,6.5,0.28,0.29,2.7,0.038,26,107,0.9912,3.32,0.41,11.6,"7","1","2"
580,579,"white",1,6,0.38,0.26,6,0.034,42,134,0.9912,3.38,0.38,12.3,"7","1","2"
583,582,"white",1,7.3,0.3,0.22,6.4,0.056,44,168,0.9947,3.13,0.35,10.1,"6","1","2"
584,583,"white",1,7.4,0.24,0.22,10.7,0.042,26,81,0.9954,2.86,0.36,9.7,"6","1","2"
585,584,"white",1,6.6,0.25,0.3,1.6,0.046,32,134,0.993,3.42,0.51,10.1,"7","1","2"
586,585,"white",1,7.4,0.24,0.22,10.7,0.042,26,81,0.9954,2.86,0.36,9.7,"6","1","2"
587,586,"white",1,7.4,0.26,0.3,7.9,0.049,38,157,0.9963,3.13,0.48,8.9,"6","1","2"
588,587,"white",1,6.1,0.32,0.25,1.7,0.034,37,136,0.992,3.47,0.5,10.8,"7","1","2"
589,588,"white",1,6.9,0.28,0.27,2.1,0.036,42,121,0.9926,3.42,0.49,10.8,"7","1","2"
590,589,"white",1,7,0.23,0.33,5.8,0.04,25,136,0.995,3.19,0.58,9.5,"6","1","2"
592,591,"white",1,7.3,0.2,0.37,1.2,0.037,48,119,0.992,3.32,0.49,10.9,"6","1","2"
596,595,"white",1,6.3,0.27,0.38,0.9,0.051,7,140,0.9926,3.45,0.5,10.5,"7","1","2"
598,597,"white",1,7,0.29,0.37,4.9,0.034,26,127,0.9928,3.17,0.44,10.8,"6","1","2"
600,599,"white",1,6.9,0.19,0.4,1.4,0.036,14,55,0.9909,3.08,0.68,11.5,"7","1","2"
601,600,"white",1,6.7,0.3,0.35,1.4,0.18,36,160,0.9937,3.11,0.54,9.4,"6","1","2"
602,601,"white",1,7.2,0.24,0.4,1.4,0.045,31,106,0.9914,2.88,0.38,10.8,"6","1","2"
605,604,"white",1,6.3,0.26,0.49,1.5,0.052,34,134,0.9924,2.99,0.61,9.8,"6","1","2"
606,605,"white",1,6.3,0.26,0.49,1.5,0.052,34,134,0.9924,2.99,0.61,9.8,"6","1","2"
610,609,"white",1,7.4,0.37,0.35,5.7,0.061,12,94,0.9965,3.48,0.69,10.7,"6","1","2"
612,611,"white",1,7.4,0.24,0.4,4.3,0.032,9,95,0.992,3.09,0.39,11.1,"6","1","2"
617,616,"white",1,7.8,0.32,0.33,2.4,0.037,18,101,0.9912,3.21,0.65,11.7,"7","1","2"
618,617,"white",1,7.8,0.26,0.27,1.9,0.051,52,195,0.9928,3.23,0.5,10.9,"6","1","2"
619,618,"white",1,7.7,0.24,0.27,1.8,0.051,52,190,0.9928,3.23,0.5,10.8,"6","1","2"
620,619,"white",1,7.4,0.19,0.3,1.4,0.057,33,135,0.993,3.12,0.5,9.6,"6","1","2"
623,622,"white",1,5.3,0.32,0.12,6.6,0.043,22,141,0.9937,3.36,0.6,10.4,"6","1","2"
628,627,"white",1,7,0.32,0.24,6.2,0.048,31,228,0.9957,3.23,0.62,9.4,"6","1","2"
629,628,"white",1,7,0.32,0.24,6.2,0.048,31,228,0.9957,3.23,0.62,9.4,"6","1","2"
630,629,"white",1,5.8,0.31,0.33,1.2,0.036,23,99,0.9916,3.18,0.6,10.5,"6","1","2"
633,632,"white",1,6.9,0.24,0.33,4.8,0.04,16,131,0.9936,3.26,0.64,10.7,"6","1","2"
635,634,"white",1,6.1,0.17,0.28,4.5,0.033,46,150,0.9933,3.43,0.49,10.9,"6","1","2"
636,635,"white",1,5.9,0.14,0.25,4.5,0.027,34,140,0.9934,3.49,0.51,10.8,"6","1","2"
637,636,"white",1,6.2,0.17,0.28,4.7,0.037,39,133,0.9931,3.41,0.46,10.8,"7","1","2"
641,640,"white",1,5.6,0.235,0.29,1.2,0.047,33,127,0.991,3.34,0.5,11,"7","1","2"
643,642,"white",1,6.3,0.21,0.33,13.9,0.046,68,179,0.9971,3.36,0.5,10.4,"6","1","2"
648,647,"white",1,7.4,0.105,0.34,12.2,0.05,57,146,0.9973,3.16,0.37,9,"6","1","2"
650,649,"white",1,7.1,0.26,0.34,14.4,0.067,35,189,0.9986,3.07,0.53,9.1,"7","1","2"
651,650,"white",1,7.1,0.26,0.34,14.4,0.067,35,189,0.9986,3.07,0.53,9.1,"7","1","2"
652,651,"white",1,7.1,0.26,0.34,14.4,0.067,35,189,0.9986,3.07,0.53,9.1,"7","1","2"
653,652,"white",1,7.1,0.26,0.34,14.4,0.067,35,189,0.9986,3.07,0.53,9.1,"7","1","2"
654,653,"white",1,5.9,0.24,0.26,12.3,0.053,34,134,0.9972,3.34,0.45,9.5,"6","1","2"
655,654,"white",1,6.5,0.21,0.37,2.5,0.048,70,138,0.9917,3.33,0.75,11.4,"7","1","2"
656,655,"white",1,7.7,0.27,0.35,5.3,0.03,30,117,0.992,3.11,0.42,12.2,"6","1","2"
657,656,"white",1,9,0.27,0.35,4.9,0.028,27,95,0.9932,3.04,0.4,11.3,"6","1","2"
662,661,"white",1,6.8,0.25,0.34,14,0.032,47,133,0.9952,3.37,0.5,12.2,"7","1","2"
665,664,"white",1,7.1,0.17,0.38,7.4,0.052,49,182,0.9958,3.35,0.52,9.6,"6","1","2"
667,666,"white",1,6.8,0.22,0.37,1.7,0.036,38,195,0.9908,3.35,0.72,12.5,"6","1","2"
668,667,"white",1,7.1,0.17,0.38,7.4,0.052,49,182,0.9958,3.35,0.52,9.6,"6","1","2"
669,668,"white",1,6.1,0.14,0.25,1.3,0.047,37,173,0.9925,3.35,0.46,10,"6","1","2"
671,670,"white",1,7.8,0.42,0.26,9.2,0.058,34,199,0.9972,3.14,0.55,9.3,"6","1","2"
672,671,"white",1,6.6,0.28,0.36,1.7,0.038,22,101,0.9912,3.29,0.57,11.6,"6","1","2"
674,673,"white",1,6.7,0.31,0.3,2.1,0.038,18,130,0.9928,3.36,0.63,10.6,"6","1","2"
676,675,"white",1,6.1,0.28,0.25,6.9,0.056,44,201,0.9955,3.19,0.4,9.1,"6","1","2"
677,676,"white",1,5.9,0.29,0.25,12,0.057,48,224,0.9981,3.23,0.41,9,"6","1","2"
678,677,"white",1,5.8,0.32,0.38,4.75,0.033,23,94,0.991,3.42,0.42,11.8,"7","1","2"
679,678,"white",1,5.8,0.32,0.38,4.75,0.033,23,94,0.991,3.42,0.42,11.8,"7","1","2"
680,679,"white",1,5.7,0.32,0.38,4.75,0.033,23,94,0.991,3.42,0.42,11.8,"7","1","2"
683,682,"white",1,5.9,0.25,0.25,11.3,0.052,30,165,0.997,3.24,0.44,9.5,"6","1","2"
687,686,"white",1,6.8,0.22,0.35,5.5,0.043,21,114,0.9938,3.3,0.53,10.7,"7","1","2"
689,688,"white",1,7.2,0.28,0.3,10.7,0.044,61,222,0.9972,3.14,0.5,9.1,"6","1","2"
690,689,"white",1,6.7,0.17,0.37,2,0.039,34,125,0.9922,3.26,0.6,10.8,"7","1","2"
692,691,"white",1,6.1,0.36,0.16,6.4,0.037,36,198,0.9944,3.17,0.62,9.9,"6","1","2"
695,694,"white",1,7.6,0.29,0.58,17.5,0.041,51,225,0.9997,3.16,0.66,9.5,"6","1","2"
697,696,"white",1,6.7,0.19,0.34,1,0.022,22,94,0.9912,3.23,0.57,11.1,"6","1","2"
702,701,"white",1,5.9,0.34,0.22,2.4,0.03,19,135,0.9894,3.41,0.78,13.9,"7","1","2"
704,703,"white",1,6.4,0.33,0.28,1.1,0.038,30,110,0.9917,3.12,0.42,10.5,"6","1","2"
705,704,"white",1,5.6,0.25,0.26,3.6,0.037,18,115,0.9904,3.42,0.5,12.6,"6","1","2"
708,707,"white",1,7.2,0.18,0.45,4.4,0.046,57,166,0.9943,3.13,0.62,11.2,"6","1","2"
709,708,"white",1,7.7,0.2,0.44,13.9,0.05,44,130,0.99855,3.11,0.48,10,"6","1","2"
712,711,"white",1,8.2,0.27,0.43,1.6,0.035,31,128,0.9916,3.1,0.5,12.3,"6","1","2"
713,712,"white",1,8.2,0.27,0.43,1.6,0.035,31,128,0.9916,3.1,0.5,12.3,"6","1","2"
715,714,"white",1,6,0.39,0.26,2.7,0.038,39,187,0.99325,3.41,0.5,10.8,"6","1","2"
716,715,"white",1,6.2,0.21,0.27,1.7,0.038,41,150,0.9933,3.49,0.71,10.5,"7","1","2"
717,716,"white",1,7.7,0.42,0.31,9.2,0.048,22,221,0.9969,3.06,0.61,9.2,"6","1","2"
719,718,"white",1,6.2,0.21,0.27,1.7,0.038,41,150,0.9933,3.49,0.71,10.5,"7","1","2"
720,719,"white",1,7.4,0.29,0.5,1.8,0.042,35,127,0.9937,3.45,0.5,10.2,"7","1","2"
723,722,"white",1,6.9,0.31,0.34,1.6,0.032,23,128,0.9917,3.37,0.47,11.7,"6","1","2"
725,724,"white",1,7.8,0.3,0.4,1.8,0.028,23,122,0.9914,3.14,0.39,10.9,"7","1","2"
727,726,"white",1,6.4,0.24,0.31,2.8,0.038,41,114,0.99155,3.37,0.66,11.7,"7","1","2"
731,730,"white",1,6.5,0.23,0.33,13.8,0.042,25,139,0.99695,3.35,0.56,10.4,"6","1","2"
732,731,"white",1,6.2,0.25,0.48,10,0.044,78,240,0.99655,3.25,0.47,9.5,"6","1","2"
733,732,"white",1,8.8,0.28,0.45,6,0.022,14,49,0.9934,3.01,0.33,11.1,"7","1","2"
734,733,"white",1,6.6,0.25,0.3,14.4,0.052,40,183,0.998,3.02,0.5,9.1,"6","1","2"
736,735,"white",1,6.4,0.25,0.3,5.5,0.038,15,129,0.9948,3.14,0.49,9.6,"6","1","2"
737,736,"white",1,6.6,0.25,0.3,14.4,0.052,40,183,0.998,3.02,0.5,9.1,"6","1","2"
739,738,"white",1,7.1,0.21,0.31,3.8,0.021,40,142,0.99215,3.17,0.39,10.8,"7","1","2"
740,739,"white",1,6.4,0.25,0.3,5.5,0.038,15,129,0.9948,3.14,0.49,9.6,"6","1","2"
742,741,"white",1,5.8,0.2,0.3,1.5,0.031,21,57,0.99115,3.44,0.55,11,"6","1","2"
743,742,"white",1,7,0.2,0.37,2,0.03,26,136,0.9932,3.28,0.61,10.2,"6","1","2"
746,745,"white",1,7.4,0.2,1.66,2.1,0.022,34,113,0.99165,3.26,0.55,12.2,"6","1","2"
747,746,"white",1,7,0.21,0.34,8.5,0.033,31,253,0.9953,3.22,0.56,10.5,"6","1","2"
748,747,"white",1,7.2,0.29,0.4,7.6,0.024,56,177,0.9928,3.04,0.32,11.5,"6","1","2"
749,748,"white",1,6.9,0.18,0.38,8.1,0.049,44,176,0.9958,3.3,0.54,9.8,"6","1","2"
750,749,"white",1,7.3,0.3,0.42,7.35,0.025,51,175,0.9928,3.04,0.32,11.4,"6","1","2"
751,750,"white",1,7.2,0.29,0.4,7.6,0.024,56,177,0.9928,3.04,0.32,11.5,"6","1","2"
752,751,"white",1,6.9,0.2,0.5,10,0.036,78,167,0.9964,3.15,0.55,10.2,"6","1","2"
753,752,"white",1,6.7,0.2,0.42,14,0.038,83,160,0.9987,3.16,0.5,9.4,"6","1","2"
754,753,"white",1,7,0.21,0.34,8.5,0.033,31,253,0.9953,3.22,0.56,10.5,"6","1","2"
756,755,"white",1,7.1,0.28,0.44,1.8,0.032,32,107,0.9907,3.25,0.48,12.2,"7","1","2"
758,757,"white",1,6.8,0.22,0.37,15.2,0.051,68,178,0.99935,3.4,0.85,9.3,"6","1","2"
759,758,"white",1,7.1,0.14,0.4,1.2,0.051,55,136,0.9932,3.3,0.96,9.8,"7","1","2"
760,759,"white",1,7.1,0.13,0.4,1.2,0.047,54,134,0.9932,3.3,0.97,9.8,"7","1","2"
761,760,"white",1,6.9,0.18,0.38,8.1,0.049,44,176,0.9958,3.3,0.54,9.8,"6","1","2"
762,761,"white",1,7,0.2,0.38,8.1,0.05,42,173,0.99585,3.3,0.54,9.8,"6","1","2"
764,763,"white",1,5,0.44,0.04,18.6,0.039,38,128,0.9985,3.37,0.57,10.2,"6","1","2"
765,764,"white",1,6.3,0.3,0.28,5,0.042,36,168,0.99505,3.22,0.69,9.5,"6","1","2"
766,765,"white",1,7.2,0.27,0.42,1.6,0.05,35,135,0.992,2.94,0.46,11,"6","1","2"
768,767,"white",1,6.8,0.2,0.36,1.6,0.028,7,46,0.99175,3.21,0.6,10.9,"6","1","2"
769,768,"white",1,6.7,0.11,0.34,8.8,0.043,41,113,0.9962,3.42,0.4,9.3,"7","1","2"
770,769,"white",1,6.7,0.11,0.34,8.8,0.043,41,113,0.9962,3.42,0.4,9.3,"7","1","2"
771,770,"white",1,6.8,0.12,0.31,5.2,0.045,29,120,0.9942,3.41,0.46,9.8,"7","1","2"
772,771,"white",1,6.6,0.16,0.57,1.1,0.13,58,140,0.9927,3.12,0.39,9.3,"7","1","2"
773,772,"white",1,6.6,0.21,0.6,1.1,0.135,61,144,0.9927,3.12,0.39,9.3,"7","1","2"
776,775,"white",1,6.4,0.225,0.48,2.2,0.115,29,104,0.9918,3.24,0.58,12.1,"6","1","2"
777,776,"white",1,8.3,0.14,0.45,1.5,0.039,18,98,0.99215,3.02,0.56,11,"6","1","2"
779,778,"white",1,6.9,0.22,0.37,15,0.053,59,178,0.9992,3.37,0.82,9.5,"7","1","2"
782,781,"white",1,7.8,0.29,0.22,9.5,0.056,44,213,0.99715,3.08,0.61,9.3,"6","1","2"
783,782,"white",1,6.9,0.22,0.37,15,0.053,59,178,0.9992,3.37,0.82,9.5,"7","1","2"
786,785,"white",1,7.6,0.3,0.27,10.6,0.039,31,119,0.99815,3.27,0.3,9.3,"6","1","2"
787,786,"white",1,7.7,0.34,0.28,11,0.04,31,117,0.99815,3.27,0.29,9.2,"6","1","2"
788,787,"white",1,7.7,0.34,0.28,11,0.04,31,117,0.99815,3.27,0.29,9.2,"6","1","2"
789,788,"white",1,5.8,0.34,0.16,7,0.037,26,116,0.9949,3.46,0.45,10,"7","1","2"
790,789,"white",1,7.6,0.3,0.27,10.6,0.039,31,119,0.99815,3.27,0.3,9.3,"6","1","2"
791,790,"white",1,7.7,0.34,0.28,11,0.04,31,117,0.99815,3.27,0.29,9.2,"6","1","2"
792,791,"white",1,5.9,0.24,0.3,2,0.033,28,92,0.99225,3.39,0.69,10.9,"7","1","2"
794,793,"white",1,5.9,0.24,0.3,2,0.033,28,92,0.99225,3.39,0.69,10.9,"7","1","2"
797,796,"white",1,7.8,0.42,0.23,8.8,0.054,42,215,0.9971,3.02,0.58,9.2,"6","1","2"
798,797,"white",1,6.9,0.24,0.33,12.5,0.046,47,153,0.9983,3.28,0.77,9.6,"6","1","2"
799,798,"white",1,5.4,0.18,0.24,4.8,0.041,30,113,0.99445,3.42,0.4,9.4,"6","1","2"
801,800,"white",1,7.8,0.27,0.58,11.2,0.036,44,161,0.9977,3.06,0.41,8.9,"6","1","2"
804,803,"white",1,6.6,0.21,0.31,11.4,0.039,46,165,0.99795,3.41,0.44,9.8,"7","1","2"
805,804,"white",1,7.3,0.32,0.34,6.6,0.032,24,112,0.99505,3.22,0.46,9.8,"6","1","2"
806,805,"white",1,7.8,0.27,0.58,11.2,0.036,44,161,0.9977,3.06,0.41,8.9,"6","1","2"
808,807,"white",1,6.2,0.29,0.26,13.1,0.046,55,204,0.99745,3.16,0.41,9.6,"6","1","2"
809,808,"white",1,6,0.39,0.17,12,0.046,65,246,0.9976,3.15,0.38,9,"6","1","2"
810,809,"white",1,6.2,0.3,0.26,13.4,0.046,57,206,0.99775,3.17,0.43,9.5,"6","1","2"
812,811,"white",1,6,0.41,0.05,1.5,0.063,17,120,0.9932,3.21,0.56,9.2,"6","1","2"
813,812,"white",1,6.4,0.35,0.28,1.1,0.055,9,160,0.99405,3.42,0.5,9.1,"7","1","2"
814,813,"white",1,6.5,0.26,0.32,16.5,0.045,44,166,1,3.38,0.46,9.5,"6","1","2"
815,814,"white",1,7.9,0.35,0.24,15.6,0.072,44,229,0.99785,3.03,0.59,10.5,"6","1","2"
822,821,"white",1,7.3,0.655,0.2,10.2,0.071,28,212,0.9971,2.96,0.58,9.2,"6","1","2"
824,823,"white",1,6.7,0.19,0.23,6.2,0.047,36,117,0.9945,3.34,0.43,9.6,"6","1","2"
826,825,"white",1,7,0.21,0.37,7.2,0.042,36,167,0.9958,3.26,0.56,9.8,"6","1","2"
827,826,"white",1,6.8,0.25,0.38,8.1,0.046,24,155,0.9956,3.33,0.59,10.2,"6","1","2"
829,828,"white",1,7.1,0.16,0.36,10.7,0.044,20,90,0.9959,3.16,0.44,10.9,"7","1","2"
830,829,"white",1,7.1,0.16,0.36,1.2,0.043,21,90,0.9925,3.16,0.42,11,"7","1","2"
831,830,"white",1,7.3,0.205,0.31,1.7,0.06,34,110,0.9963,3.72,0.69,10.5,"6","1","2"
834,833,"white",1,6.9,0.25,0.34,1.3,0.035,27,82,0.99045,3.18,0.44,12.2,"6","1","2"
835,834,"white",1,7.3,0.205,0.31,1.7,0.06,34,110,0.9963,3.72,0.69,10.5,"6","1","2"
840,839,"white",1,7.5,0.34,0.35,6,0.034,12,126,0.9924,3.16,0.39,12,"7","1","2"
841,840,"white",1,7.6,0.33,0.35,6.3,0.036,12,126,0.9924,3.16,0.39,12,"7","1","2"
842,841,"white",1,8.7,0.23,0.32,13.4,0.044,35,169,0.99975,3.12,0.47,8.8,"7","1","2"
843,842,"white",1,8.7,0.23,0.32,13.4,0.044,35,169,0.99975,3.12,0.47,8.8,"7","1","2"
844,843,"white",1,6.9,0.19,0.35,1.7,0.036,33,101,0.99315,3.21,0.54,10.8,"7","1","2"
849,848,"white",1,8.7,0.23,0.32,13.4,0.044,35,169,0.99975,3.12,0.47,8.8,"7","1","2"
850,849,"white",1,6,0.2,0.24,1.8,0.03,30,105,0.9909,3.31,0.47,11.5,"6","1","2"
851,850,"white",1,6.9,0.19,0.35,1.7,0.036,33,101,0.99315,3.21,0.54,10.8,"7","1","2"
853,852,"white",1,6.9,0.18,0.36,1.3,0.036,40,117,0.9934,3.27,0.95,9.5,"7","1","2"
855,854,"white",1,6.9,0.18,0.36,1.3,0.036,40,117,0.9934,3.27,0.95,9.5,"7","1","2"
856,855,"white",1,7.4,0.2,0.35,2.1,0.038,30,116,0.9949,3.49,0.77,10.3,"7","1","2"
859,858,"white",1,6.7,0.22,0.39,10.2,0.038,60,149,0.99725,3.17,0.54,10,"7","1","2"
862,861,"white",1,7.3,0.25,0.42,14.2,0.041,57,182,0.9996,3.29,0.75,9.1,"7","1","2"
863,862,"white",1,4.8,0.34,0,6.5,0.028,33,163,0.9939,3.36,0.61,9.9,"6","1","2"
864,863,"white",1,6.2,0.28,0.33,1.7,0.029,24,111,0.99,3.24,0.5,12.1,"6","1","2"
866,865,"white",1,6.1,0.27,0.33,2.2,0.021,26,117,0.9886,3.12,0.3,12.5,"6","1","2"
867,866,"white",1,6.9,0.18,0.36,1.3,0.036,40,117,0.9934,3.27,0.95,9.5,"7","1","2"
869,868,"white",1,7.3,0.28,0.42,14.4,0.04,49,173,0.9994,3.28,0.82,9,"7","1","2"
870,869,"white",1,7.3,0.24,0.29,1.2,0.037,37,97,0.9926,3.19,0.7,10.1,"6","1","2"
873,872,"white",1,6.3,0.26,0.21,4,0.03,24,125,0.9915,3.06,0.34,10.7,"6","1","2"
876,875,"white",1,7.1,0.21,0.32,2.2,0.037,28,141,0.993,3.2,0.57,10,"7","1","2"
878,877,"white",1,6,0.28,0.34,1.6,0.119,33,104,0.9921,3.19,0.38,10.2,"6","1","2"
879,878,"white",1,6.2,0.16,0.54,1.4,0.126,37,110,0.9932,3.23,0.37,8.9,"6","1","2"
881,880,"white",1,7.1,0.21,0.32,2.2,0.037,28,141,0.993,3.2,0.57,10,"7","1","2"
882,881,"white",1,8.8,0.36,0.44,1.9,0.04,9,121,0.9953,3.19,0.48,9.9,"6","1","2"
883,882,"white",1,7.4,0.26,0.43,6,0.022,22,125,0.9928,3.13,0.55,11.5,"6","1","2"
884,883,"white",1,7.4,0.26,0.43,6,0.022,22,125,0.9928,3.13,0.55,11.5,"6","1","2"
885,884,"white",1,6.8,0.23,0.29,12.2,0.035,38,236,0.9976,3.35,0.52,9.8,"6","1","2"
886,885,"white",1,6.1,0.34,0.27,2.6,0.024,20,105,0.9906,3.4,0.67,12.2,"7","1","2"
887,886,"white",1,7.3,0.26,0.31,1.6,0.04,39,173,0.9918,3.19,0.51,11.4,"6","1","2"
888,887,"white",1,6.5,0.3,0.32,2,0.044,34,90,0.99185,3.37,0.68,11,"7","1","2"
889,888,"white",1,7.3,0.26,0.31,1.6,0.04,39,173,0.9918,3.19,0.51,11.4,"6","1","2"
890,889,"white",1,6.5,0.3,0.32,2,0.044,34,90,0.99185,3.37,0.68,11,"7","1","2"
891,890,"white",1,5,0.31,0,6.4,0.046,43,166,0.994,3.3,0.63,9.9,"6","1","2"
892,891,"white",1,5.8,0.26,0.18,1.2,0.031,40,114,0.9908,3.42,0.4,11,"7","1","2"
894,893,"white",1,7,0.31,0.29,1.4,0.037,33,128,0.9896,3.12,0.36,12.2,"7","1","2"
895,894,"white",1,5.8,0.26,0.18,1.2,0.031,40,114,0.9908,3.42,0.4,11,"7","1","2"
896,895,"white",1,5.6,0.19,0.39,1.1,0.043,17,67,0.9918,3.23,0.53,10.3,"6","1","2"
897,896,"white",1,6.8,0.18,0.28,8.7,0.047,52,242,0.9952,3.22,0.53,10.5,"6","1","2"
898,897,"white",1,7,0.29,0.26,1.6,0.044,12,87,0.9923,3.08,0.46,10.5,"6","1","2"
899,898,"white",1,6.6,0.26,0.29,1.4,0.039,13,67,0.9915,3.05,0.49,10.9,"6","1","2"
900,899,"white",1,6.8,0.18,0.28,8.5,0.047,52,242,0.9952,3.22,0.53,10.5,"6","1","2"
901,900,"white",1,6.6,0.2,0.38,7.9,0.052,30,145,0.9947,3.32,0.56,11,"7","1","2"
902,901,"white",1,8,0.29,0.29,13.2,0.046,26,113,0.9983,3.25,0.37,9.7,"6","1","2"
904,903,"white",1,5.9,0.31,0.3,7.7,0.047,60,206,0.995,3.2,0.39,9.6,"6","1","2"
917,916,"white",1,7.4,0.13,0.39,4.7,0.042,36,137,0.995,3.36,0.56,10.3,"7","1","2"
918,917,"white",1,7.7,0.3,0.32,1.6,0.037,23,124,0.9919,2.93,0.33,11,"6","1","2"
919,918,"white",1,7,0.24,0.34,1.4,0.031,27,107,0.99,3.06,0.39,11.9,"6","1","2"
920,919,"white",1,8.6,0.18,0.4,1.1,0.04,20,107,0.9923,2.94,0.32,10.2,"7","1","2"
921,920,"white",1,7,0.11,0.32,4.6,0.057,59,144,0.9956,3.55,0.44,9.4,"7","1","2"
922,921,"white",1,7.7,0.32,0.62,10.6,0.036,56,153,0.9978,3.13,0.44,8.9,"6","1","2"
923,922,"white",1,7.7,0.32,0.62,10.6,0.036,56,153,0.9978,3.13,0.44,8.9,"6","1","2"
924,923,"white",1,6.5,0.26,0.27,12.9,0.044,69,215,0.9967,3.17,0.43,10,"6","1","2"
928,927,"white",1,6.7,0.25,0.33,2.9,0.057,52,173,0.9934,3.02,0.48,9.5,"7","1","2"
931,930,"white",1,7.7,0.17,0.52,5.9,0.017,21,84,0.9929,3.14,0.4,11.9,"7","1","2"
933,932,"white",1,6.5,0.26,0.28,12.5,0.046,80,225,0.99685,3.18,0.41,10,"6","1","2"
939,938,"white",1,6.2,0.35,0.29,7.3,0.044,56,244,0.9956,3.36,0.55,10,"6","1","2"
940,939,"white",1,7.7,0.24,0.29,15.3,0.044,39,194,0.9982,3.06,0.47,9.6,"7","1","2"
942,941,"white",1,6.3,0.27,0.46,11.75,0.037,61,212,0.9971,3.25,0.53,9.5,"6","1","2"
943,942,"white",1,5.4,0.415,0.19,1.6,0.039,27,88,0.99265,3.54,0.41,10,"7","1","2"
944,943,"white",1,6.9,0.48,0.36,3.5,0.03,31,135,0.9904,3.14,0.38,12.2,"7","1","2"
945,944,"white",1,6.5,0.18,0.33,8,0.051,16,131,0.9965,3.28,0.44,8.7,"7","1","2"
946,945,"white",1,6.7,0.15,0.29,5,0.058,28,105,0.9946,3.52,0.44,10.2,"7","1","2"
952,951,"white",1,7.6,0.22,0.34,9.7,0.035,26,143,0.9965,3.08,0.49,9.8,"6","1","2"
953,952,"white",1,6.5,0.17,0.33,1.4,0.028,14,99,0.9928,3.23,0.55,10.1,"6","1","2"
955,954,"white",1,7.6,0.22,0.34,9.7,0.035,26,143,0.9965,3.08,0.49,9.8,"6","1","2"
958,957,"white",1,6.6,0.23,0.32,0.9,0.041,25,79,0.9926,3.39,0.54,10.2,"7","1","2"
959,958,"white",1,6.6,0.2,0.32,1.1,0.039,25,78,0.9926,3.39,0.54,10.2,"7","1","2"
960,959,"white",1,7.3,0.24,0.34,15.4,0.05,38,174,0.9983,3.03,0.42,9,"6","1","2"
961,960,"white",1,7.3,0.24,0.34,15.4,0.05,38,174,0.9983,3.03,0.42,9,"6","1","2"
962,961,"white",1,8,0.42,0.36,5,0.037,34,101,0.992,3.13,0.57,12.3,"7","1","2"
